42,0,extremal_mask,1.0,1.0,0.8827,0.6663,2.173e+05,1.01e+04,0.8708,0.8481
42,0,extremal_mask,1.0,1.0,0.8827,0.6663,2.173e+05,1.01e+04,0.8708,0.8481
42,0,extremal_mask,1.0,1.0,0.9253,0.6595,2.148e+05,9.674e+03,0.8749,0.8575
42,0,extremal_mask,1.0,1.0,0.9158,0.6865,5.701e+04,2.405e+03,0.8894,0.8677
42,0,extremal_mask,1.0,1.0,0.9158,0.6865,5.701e+04,2.405e+03,0.8894,0.8677
42,0,extremal_mask,1.0,1.0,0.9158,0.6865,5.701e+04,2.405e+03,0.8894,0.8677
42,0,extremal_mask,1.0,1.0,0.3427,0.8762,6.036e+04,3.229e+03,0.528,0.3446
42,1,extremal_mask,1.0,1.0,0.9233,0.6916,5.709e+04,2.445e+03,0.8897,0.8714
42,1,extremal_mask,1.0,1.0,0.9233,0.6916,5.709e+04,2.445e+03,0.8897,0.8714
42,0,extremal_mask,1.0,1.0,0.9158,0.6865,5.701e+04,2.405e+03,0.8894,0.8677
42,0,extremal_mask,1.0,1.0,0.9158,0.6865,5.701e+04,2.405e+03,0.8894,0.8677
